Title,Price,Capacity,Grape,Closure,Country,Characteristics,Type,ABV,Region,Style,Vintage
"Louis M. Martini 'Monte Rosso Vineyard Gnarly Vine' Zinfandel 2016/18, Sonoma","Of all the Sonoma Valley’s many prized grape-growing locations, Monte Rosso Vineyard is arguably among the finest. Its steep rugged slopes stretch along the Mayacamas Mountains, where higher altitudes moderate the California sunshine. Louis Martini Winery has been farming the rich red volcanic soils here since 1938, producing terroir-driven wines from low-yielding vines. Grapes for the Gnarly Vine Zinfandel were handpicked, then after vinification aged in a blend of French and American oak barrels. Expect aromas of baked raspberry, cherries and mulberries rippled with cracked peppercorn, vanilla bean and the label’s characteristic spice. Rich and concentrated, this is a wine to crack open with chilli con carne, pulled pork or barbecued meats.",£70.00 per bottle,75CL,,Natural Cork,12,per bottle,Red,ABV 16.00%,California,Rich & Juicy
"Maison Chanzy 'En Rosey' Rully Blanc 2020, Burgundy","If you're looking for a great-value alternative to the expensive areas of Burgundy, Rully is a great choice. The appellation is in the southern part of Burgundy, so the flavours in the Chardonnay made here are ripe and pronounced. This one is made by Chanzy, one of Burgundy's great names. It has notes of lemon, white peach, honeysuckle, buttercup and flint that are fantastic with roast chicken.",£24.99 per bottle,75CL,,Natural Cork,9.8,per bottle,White,ABV 13.00%,Burgundy,Ripe & Rounded
"Marcarini Barolo del Comune di La Morra 2017/18, Italy","Barolo is widely considered Italy's king of wines. Head to the region, and you'll find the dark depths of Poderi Marcarini's winery. They may not make for an enticing holiday destination, but this wine is protected from light and temperature changes while ageing there. This means it can evolve and mature to its best without disruption, perfecting the powerful aromas and preserving unique flavours. The result is a rich, fresh bouquet of violets and roses and a long, intense finish.",£34.99 per bottle,75CL,,Natural Cork,10.9,per bottle,Red,ABV 14.50%,Piedmont,Light & Elegant
Marsala Fine Curatolo Arini,"Light wines from local grapes Grillo, Inzolia and Cataratto are fortified with white grape spirits in the traditional way. The Marsala Fine is dry in style and has all the characteristics of good Marsala with notes of toasted almonds, citrus and caramel.",£13.99 per bottle,75CL,Catarratto,Natural Cork,12.8,per bottle,,ABV 17.00%,Sicily,
"Martinborough Vineyard Pinot Noir 2022, Martinborough","Martinborough Vineyard produces some of the best Pinot  in New Zealand, having made some of the first plantings near the town of Martinborough. Their consistently excellent and internationally acclaimed style has come to represent the terrior of the Martinborough Terrace. A fantastic, complex and seductive aroma of red cherry, spice, tobacco and earth.  Perfectly balanced, an elegant and beguiling structure of tannin and fruit and a long, complex and layered finish. If you can resist drinking it, the wine will develop and improve over 10 years, but the seductive fruit allows for immediate drinking.",£29.99 per bottle,75CL,,Screwcap,10.1,per bottle,Red,ABV 13.50%,Martinborough,Light & Elegant
Gonzalez Byass 'Matusalem' 30-Year-Old Oloroso Sherry Half Bottle,"Produced in very small quantities, Matusalem is made by enrichment of a dry Oloroso sherry with 25% Pedro Ximenez, followed by additional ageing in its own solera. Rich and opulent in feel but with well moderated sweetness. Absorbingly complex, both nose and palate are awash with notes of raisins, figs, candied orange peel and pudding spices. Partner with a fruit dessert such as tarte tatin, or with a selection of mature cheeses.

In 2023, this wine won the cream sherry trophy at the IWSC awards.",£26.99 per bottle,37.5CL,Pedro Ximénez,Natural Cork,7.7,per bottle,White,ABV 20.50%,,
"Meerlust Rubicon 2018/20, South Africa","The Rubicon is a South African classic. It's made by the Meerlust estate, which has been in the Myburgh family since 1756. And it paved the way for the country's Bordeaux blends that are rightfully celebrated today. This has notes of black fruit, cedar, tobacco leaf and spice. Decant for an hour and serve at room temperature with roast lamb.",£39.99 per bottle,75CL,,Natural Cork,10.5,per bottle,Red,ABV 14.00%,Stellenbosch,Savoury & Full Bodied
Domaine Prunier 'Les Clous' Meursault 2020,"For this luxurious Chardonnay winemaker Vincent Prunier picks every grape by hand from one of Meursault's most famous vineyards - known as a 'lieu-dit'. Once they're pressed, he vinifies it in stainless steel and ages it in oak for up to a year and a half. The result is a smooth, creamy marriage of vanilla and stone fruit with an all-important balancing acidity.",£67.99 per bottle,75CL,,Natural Cork,10.1,per bottle,White,ABV 13.50%,Burgundy,Rich & Toasty
"Miraval Rosé 2021/22 Magnum, Côtes de Provence","The 17th-century Miraval estate is located in the Var region of Provence, and was bought by Brad Pitt and Angelina Jolie in 2009 and extensively renovated. With winemaking expertise from Perrin, the first modern vintage was released in 2012, and was met with wide acclaim. A beautifully pale pink colour, with a nose of wild strawberry and stone fruit, with delicate floral touches. Great palate texture, with soft tangerine and peach notes joining layers of berry fruit. Enjoy on its own or with fine seafood.",£47.99 per bottle,150CL,"Syrah, Grenache, Rolle",Natural Cork,19.5,per bottle,Rosé,ABV 13.00%,Provence,Delicate & Dry
"Mollydooker 'The Boxer' Shiraz 2020/21, Australia","The Boxer Shiraz is perhaps the lightest and most accessible of Mollydooker's reds, although by any other standards it is still a hugely full-bodied and voluptuous wine. Made from the fruit of Mollydooker's own vineyards, aged in a mixture of new and old American oak, this wine offers a swathe of lush, velvety berry fruit, and layer upon layer of sweet spice, vanilla and dense, polished tannins.",£29.99 per bottle,75CL,,Screwcap,12,per bottle,Red,ABV 16.00%,South Australia,Bold & Spicy
Montepulciano d'Abruzzo 2020/21 Masciarelli,"Abruzzo has seriously strict rules. And you can really taste the quality in this. It's a step up from other Montepulciano, boasing notes of ripe cherries, sweet spices and an alluring hint of smoke. It's comfort food in a bottle.",£12.99 per bottle,75CL,,Natural Cork,10.1,per bottle,Red,ABV 13.50%,Abruzzo,Soft & Fruity
"Montes ‘Purple Angel’ Carménère 2019/20, Colchagua Valley","Montes was founded in 1987 by winemaker Aurelio Montes and Douglas Murray. Their vision was to produce Chilean wines of premium quality. They've continued to raise the bar for the country ever since. And the Purple Angel is one of the most sought-after Carménères in the world. Expect complex aromas of ripe and dried dark fruit, along with toast and vanilla from oak-ageing. Decant for an hour before serving at 17-19 degrees.",£85.00 per bottle,75CL,Petit Verdot,Natural Cork,11.3,per bottle,Red,ABV 15.00%,Central Valley,Bold & Spicy
"Morandé 'One to One' Gewürztraminer 2022, Chile","Morandé are true pioneers. They were the first winery both to set up in the Casablanca Valley and be certified as sustainable in Chile. The One to One Gewürztraminer is made from a vineyard where one vine makes one bottle - hence the name. As a result, you can expect a remarkably concentrated wine. It has ripe flavours of rose petal, peach and citrus. Its off-dry nature makes it a great partner for lightly spiced Thai foods.",£9.99 per bottle,75CL,,Screwcap,10.1,per bottle,White,ABV 13.50%,Aconcagua,Aromatic & Floral
"Morande Reserva One to One Pais 2019/21, Casablanca Valley","The Pais grape was brought to Mexico by Hernán Cortes and from there spread throughout the Americas.  The variety, once the most planted in Chile and used for table wine, is now enjoying a renaissance as quality driven producers are making light, fresh fruity red wines. Reminiscent of good Beaujolais this wine is light and fruity with red cherry and raspberry flavours followed by an earthy and spicy finish. This will be delicious with charcuterie and ripe cheese.",£8.99 per bottle,75CL,,Screwcap,10.5,per bottle,Red,ABV 14.00%,Aconcagua,Light & Elegant
"Mt Difficulty 'Ghost Town' Pinot Noir 2020, Central Otago","The Mt Difficulty winery is named after what was once an impassable mountain for New Zealand explorers. Today, brave winemakers have traversed its steep slopes, discovering it an ideal location for growing the delicate Pinot Noir grape. The 'Ghost Town' vineyard is at 340 metres about sea level, so this wine shows lots of fresh dark cherry and spice flavours. Age for a further 8-12 years or drink now with duck.",£37.99 per bottle,75CL,,Screwcap,10.5,per bottle,Red,ABV 14.00%,Central Otago,Light & Elegant
"Mt. Difficulty 'Roaring Meg' Pinot Gris 2021/22, Central Otago","The sustainable Mt. Difficulty winery is the most famous producer in Central Otago. Its 'Roaring Meg' Pinot Gris boasts a tropical palate of stone fruit, melon and red apple that's chased by a washing finish, which balances its off-dry style.",£15.99 per bottle,75CL,,Screwcap,10.5,per bottle,White,ABV 14.00%,Central Otago,Ripe & Rounded
"Mud House ‘The Woolshed’ Sauvignon Blanc 2020/21, Marlborough","If you're a fan of Marlborough Sauvignon, you've probably tried Mud House's before. This is it taken up to a whole new level. It's made from grapes from a single vineyard, The Woolshed, in Wairau Valley, where the flavour is even more aromatic than usual. It has ripe notes of tropical fruit, blackcurrant, lime and zesty grapefruit. Try it with seared scallops and lemon-butter sauce.",£17.99 per bottle,75CL,,Screwcap,9.8,per bottle,White,ABV 13.00%,Marlborough,Crisp & Zesty
"Olivier Dubois 'Cuvée Prestige' Sauvignon Blanc 2021/22, Touraine","Sancerre and Pouilly Fumé Sauvignons demand regal sums. But if you head to Touraine you can discover the Loire Valley's best value. This is boasting all the aromatic, herby notes you'd expect from a top-shelf Sauvignon.",£11.99 per bottle,75CL,,Screwcap,9.8,per bottle,White,ABV 13.00%,Loire,Crisp & Zesty
"Orin Swift 'Abstract' 2020/21, California","Dave Phinney went to Florence, Italy, for a semester abroad and fell in love with wine. After he graduated, he moved to Napa Valley, sent his CV to 50 wineries, and just one replied - Robert Mondavi. After a year there, he went it alone at with Orin Swift. Today begins with 100 different wines before selecting the perfect blend for the Abstract. This is a ripe and intense, with notes of black fruit, raspberry and liquorice. Decant for an hour before serving at 16-18 degrees.",£44.99 per bottle,75CL,"Syrah, Petite Sirah",Natural Cork,12,per bottle,Red,ABV 16.00%,California,Bold & Spicy
"Ornellaia 'Le Serre Nuove dell'Ornellaia' 2019/20, Bolgheri","You'll find Ornellaia in one of the world’s most exciting wine regions, Bolgheri. They create one of Italy's most in demand wines. This, their second wine, is made on the same estate, with the same attention to detail, and exactly the same practices, but from slightly younger vines. It's your chance to taste their excellence at a reasonable price. A true Super Tuscan. It’s a blend of Cabernet Sauvignon, Merlot, Cabernet Franc and Petit Verdot with depths of flavour and excellent ageing potential.",£59.99 per bottle,75CL,"Petit Verdot, Cabernet Franc, Cabernet Sauvignon",Natural Cork,10.9,per bottle,Red,ABV 14.50%,Tuscany,Savoury & Full Bodied
"Oyster Bay Chardonnay 2020/21, Marlborough","Oyster Bay is Marlborough's, if not New Zealand's, most iconic producer. Their Sauvignon is an enduring favourite, and this fresh and elegant Chardonnay is deserving of equal recognition. Marlborough's cool climate and ancient alluvial soils provide the perfect conditions for fruity, aromatic Chardonnay, resulting in unrivalled intensity and purity of flavour. Part oak-aged, this is full of creamy lemon and peach notes, making it an ideal aperitif – and a delicious match for buttery fish dishes.",£12.49 per bottle,75CL,,Screwcap,9.8,per bottle,White,ABV 13.00%,Marlborough,Rich & Toasty
"Penfolds ‘Father’ Grand Tawny, Australia","Penfolds is an iconic name in Australian wine. Widely regarded as the country’s leading producer, their reputation for excellence is recognised throughout the world. Their tradition of crafting fortified wines dates back to 1844 – the winery’s founding year – and this elegant bottling is a tribute to their over 170 years of winemaking greatness. It’s a blend of outstanding wines that have each been matured separately in oak, then combined to create Penfolds’ distinctive Tawny house style. Discover opulent notes of toasted nuts, chocolate, raisin, fruitcake and clove, with a long, fresh finish. It’s ready to drink now, so enjoy it with a classic cheeseboard.",£26.99 per bottle,75CL,"Syrah, Mourvèdre",Natural Cork,13.9,per bottle,Red,ABV 18.50%,South East Australia,Savoury & Full Bodied
